"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","pseAbility","langinst","wPercentCxPSE","rawPercentCxPSE","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","pseAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"871",871,871,"Y",999,55,1,NA,NA,NA,0.437914977855591,"es",0.666666666666667,0.666666666666667,13,90,NA,NA,129,0,87,72,"EL",325,1.03933507749961,"EL","NotReported","Hispanic","es","ES"
"872",872,872,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"es",0.333333333333333,0.333333333333333,13,82,NA,NA,110,0,84,72,"EL",273,0.00434242341703937,"EL","NotReported","Hispanic","es","ES"
"873",873,873,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,13,77,NA,NA,92,0,84,72,"EL",377,-0.1727871941134,"EL","NotReported","Hispanic","es","ES"
"874",874,874,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,13,86,NA,NA,107,0,82,72,"EL",407,0.691305043395584,"EL","NotReported","Hispanic","en","ES"
"875",875,875,"Y",999,55,1,NA,NA,NA,-2.28901058068195,"es",0.2,0.25,13,69,NA,NA,76,0,81,72,"EL",197,-1.48698691298927,"EL","NotReported","Hispanic","es","ES"
"876",876,876,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,13,65,NA,NA,69,0,87,72,"EL",150,-0.449695439092103,"EL","NotReported","Hispanic","es","ES"
"877",877,877,"Y",999,55,1,NA,1,1,-0.0280061563442619,"es",0.575,0.59375,13,51,NA,NA,93,1,99,72,NA,NA,0.172206807202433,"EL","NotReported","Hispanic","es","ES"
"878",878,878,"Y",999,55,1,NA,1,1,0.170196042973608,"en",0.7,0.65625,13,62,NA,NA,74,1,98,72,"EL",222,0.403842934528413,"EL","NotReported","Hispanic","en","ES"
"879",879,879,"Y",999,55,1,NA,1,1,-1.31502661538805,"es",0.35,0.375,13,88,NA,NA,134,1,91,72,NA,NA,-0.847342227776474,"EL","NotReported","Hispanic","es","ES"
"880",880,880,"Y",999,55,1,NA,1,1,-1.4855057607404,"es",0.325,0.34375,13,57,NA,NA,71,1,92,72,NA,NA,-1.05125530113693,"EL","NotReported","Hispanic","es","ES"
"881",881,881,"Y",999,55,1,NA,1,2,-0.179165770694712,"es",0.625,0.5625,13,63,NA,NA,78,1,101,72,NA,NA,-0.0458206631642379,"EL","NotReported","Hispanic","es","ES"
"882",882,882,"Y",999,55,1,NA,1,1,-0.823600885651215,"es",0.425,0.4375,13,55,NA,NA,78,1,93,72,NA,NA,-0.422784354055859,"EL","NotReported","Hispanic","es","ES"
"883",883,883,"Y",999,55,1,NA,1,1,-1.37571209017136,"es",0.1,0.166666666666667,13,90,NA,NA,116,1,91,72,NA,NA,-0.908027702559784,"EL","NotReported","Hispanic","es","ES"
"884",884,884,"Y",999,55,1,NA,1,1,0.0843889639059041,"es",0.625,0.625,13,62,NA,NA,93,1,99,72,NA,NA,0.284601927452599,"EL","NotReported","Hispanic","es","ES"
"885",885,885,"Y",999,55,1,NA,1,2,0.682889073528577,"es",0.775,0.78125,13,75,NA,NA,114,1,100,72,NA,NA,0.849668109067161,"EL","NotReported","Hispanic","es","ES"
"886",886,886,"Y",999,55,1,NA,1,1,-1.00311284118227,"es",0.4,0.40625,13,42,NA,NA,77,1,106,72,NA,NA,-1.03693737369235,"EL","NotReported","Hispanic","es","ES"
"887",887,887,"Y",999,55,1,NA,1,1,-1.37571209017136,"es",0.1,0.166666666666667,13,62,NA,NA,89,1,95,72,NA,NA,-1.04176341459222,"EL","NotReported","Hispanic","es","ES"
"888",888,888,"Y",999,55,1,NA,1,2,-0.449949119415816,"es",0.5,0.5,13,105,NA,NA,132,1,102,72,NA,NA,-0.350037939893452,"EL","NotReported","Hispanic","es","ES"
"889",889,889,"Y",999,55,1,NA,1,1,-0.604818207694438,"es",0.475,0.46875,13,84,NA,NA,100,1,92,72,NA,NA,-0.170567748090972,"EL","NotReported","Hispanic","es","ES"
"890",890,890,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,13,76,82,80,NA,0,88,72,"EL",315,0.201904363715054,"EL","NotReported","Hispanic","en","ES"
"891",891,891,"Y",999,55,1,NA,NA,NA,1.20032867710781,"en",0.875,0.875,13,72,63,77,NA,0,90,72,"EL",421,1.7014469927275,"EL","NotReported","Hispanic","en","ES"
"892",892,892,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"es",0.416666666666667,0.416666666666667,13,69,NA,NA,73,0,81,72,"EL",239,0.435941859771825,"EL","NotReported","Hispanic","es","ES"
"893",893,893,"Y",999,55,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,13,111,110,99,NA,0,95,72,NA,NA,1.18734760143196,"EO","NotReported","Hispanic","en","EO"
"894",894,894,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,13,73,75,85,NA,0,87,72,NA,NA,-0.449695439092103,"EO","NotReported","Hispanic","en","EO"
"895",895,895,"Y",999,55,1,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,13,80,94,76,NA,1,96,72,NA,NA,0.738429725426616,"EL","NotReported","Hispanic","en","ES"
"896",896,896,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,13,111,106,100,NA,1,94,72,NA,NA,0.42267604885841,"EL","NotReported","Hispanic","en","ES"
"897",897,897,"Y",999,55,1,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,13,91,99,93,NA,1,90,72,NA,NA,0.284252074875424,"EL","NotReported","Hispanic","en","ES"
"898",898,898,"Y",999,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,13,88,85,76,NA,1,91,72,NA,NA,-0.406824690170171,"EO","NotReported","Hispanic","en","EO"
"899",899,899,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,13,68,79,68,NA,1,100,72,NA,NA,-0.884336503197536,"EO","NotReported","Hispanic","en","EO"
"900",900,900,"Y",999,55,0,NA,0,3,-1.37571209017136,"en",0.1,0.166666666666667,13,92,93,86,NA,1,94,72,NA,NA,-1.00832948658411,"EO","NotReported","Hispanic","en","EO"
"901",901,901,"Y",999,55,1,NA,NA,NA,-0.526523392141513,"es",0.375,0.375,13,76,97,77,NA,1,94,72,NA,NA,-0.159140788554268,"EL","NotReported","Hispanic","es","ES"
"902",902,902,"Y",999,55,1,NA,NA,NA,-0.216866240744262,"es",0.458333333333333,0.458333333333333,13,74,74,77,NA,1,93,72,NA,NA,0.183950290851094,"EL","NotReported","Hispanic","es","ES"
"903",903,903,"Y",999,55,1,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,13,115,109,92,NA,1,96,72,NA,NA,-0.226008644570488,"EL","NotReported","Hispanic","en","ES"
"904",904,904,"Y",999,55,1,NA,NA,NA,-0.0616750683591197,"en",0.65,0.59375,13,86,97,93,NA,1,98,72,NA,NA,0.171971823195685,"EL","NotReported","Hispanic","en","ES"
"905",905,905,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,13,103,101,95,NA,1,95,72,NA,NA,-1.04176341459222,"EL","NotReported","Hispanic","en","ES"
"906",906,906,"Y",999,55,0,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,13,115,119,94,NA,1,99,72,NA,NA,1.6199609566492,"EO","NotReported","Hispanic","en","EO"
"907",907,907,"Y",999,55,0,NA,NA,NA,-0.698810335627241,"en",0.425,0.46875,13,91,92,85,NA,1,100,72,NA,NA,-0.532031300088657,"EO","NotReported","Hispanic","en","EO"
"908",908,908,"U",800,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,13,71,89,81,NA,1,92,72,NA,NA,-0.785727986604894,"EO","NotReported","not Available","en","EO"
"909",909,909,"N",200,55,0,NA,NA,NA,0.374120285406497,"en",0.625,0.6875,13,109,119,103,NA,1,96,72,NA,NA,0.674635032977522,"EO","NotReported","Not Hispanic","en","EO"
"910",910,910,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,13,75,83,85,NA,0,87,72,"EL",289,-0.449695439092103,"EL","NotReported","Hispanic","es","ES"
"911",911,911,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,13,80,65,75,NA,0,89,72,"EL",428,-0.841159846543563,"EL","NotReported","Hispanic","en","ES"
"912",912,912,"Y",999,55,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,13,80,84,83,NA,0,86,72,NA,NA,0.557569331363143,"EO","NotReported","Hispanic","en","EO"
"913",913,913,"Y",999,55,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,13,86,92,91,NA,0,82,72,NA,NA,0.823883184955732,"EO","NotReported","Hispanic","en","EO"
"914",914,914,"U",800,55,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,13,99,115,104,NA,0,79,72,NA,NA,1.17924365908428,"EO","NotReported","not Available","en","EO"
"915",915,915,"N",400,55,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,13,99,112,107,NA,0,85,72,NA,NA,0.978640091035618,"EO","NotReported","Not Hispanic","en","EO"
"916",916,916,"Y",999,55,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,13,69,87,70,NA,0,84,72,NA,NA,0.757015328939512,"EO","NotReported","Hispanic","en","EO"
"917",917,917,"Y",999,55,0,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,13,92,89,91,NA,0,83,72,NA,NA,0.518289570932196,"EO","NotReported","Hispanic","en","EO"
"918",918,918,"N",400,55,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,13,90,93,96,NA,0,80,72,NA,NA,1.40433918758931,"EO","NotReported","Not Hispanic","en","EO"
"919",919,919,"N",400,55,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,13,102,110,105,NA,0,83,72,NA,NA,1.04550794705184,"EO","NotReported","Not Hispanic","en","EO"
"920",920,920,"N",999,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,13,106,102,101,NA,0,79,72,NA,NA,0.502809715788045,"EO","NotReported","Not Hispanic","en","EO"
"921",921,921,"N",400,55,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,13,87,97,87,NA,0,88,72,NA,NA,0.490701475346923,"EO","NotReported","Not Hispanic","en","EO"
"922",922,922,"N",400,55,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,13,98,111,100,NA,0,84,72,NA,NA,1.40788112255141,"EO","NotReported","Not Hispanic","en","EO"
"923",923,923,"U",800,55,0,NA,0,3,-0.0772846962889839,"en",0.5,0.5,13,104,99,95,NA,1,98,72,NA,NA,0.156362195265821,"EO","NotReported","not Available","en","EO"
"924",924,924,"N",400,55,0,NA,0,3,0.310352135375381,"en",0.625,0.625,13,112,102,102,NA,1,95,72,NA,NA,0.644300810954516,"EO","NotReported","Not Hispanic","en","EO"
"925",925,925,"N",400,55,0,NA,0,3,1.20032867710781,"en",0.875,0.875,13,125,127,122,NA,1,96,72,NA,NA,1.50084342467884,"EO","NotReported","Not Hispanic","en","EO"
"926",926,926,"N",400,55,0,NA,0,3,-1.05111553873612,"en",0.25,0.25,13,116,101,88,NA,1,92,72,NA,NA,-0.616865079132654,"EO","NotReported","Not Hispanic","en","EO"
"927",927,927,"N",400,55,0,NA,0,3,0.437914977855591,"en",0.666666666666667,0.666666666666667,13,118,118,105,NA,1,94,72,NA,NA,0.805297581442837,"EO","NotReported","Not Hispanic","en","EO"
"928",928,928,"U",800,55,0,NA,0,3,-0.0772846962889839,"en",0.5,0.5,13,96,95,93,NA,1,100,72,NA,NA,0.0894943392496004,"EO","NotReported","not Available","en","EO"
"929",929,929,"N",400,55,0,NA,0,3,0.437914977855591,"en",0.666666666666667,0.666666666666667,13,112,121,115,NA,1,96,72,NA,NA,0.738429725426616,"EO","NotReported","Not Hispanic","en","EO"
"930",930,930,"N",400,55,0,NA,0,2,-1.05111553873612,"en",0.25,0.25,13,83,99,93,NA,1,92,72,NA,NA,-0.616865079132654,"EO","NotReported","Not Hispanic","en","EO"
"931",931,931,"N",400,55,0,NA,0,3,0.853398925852826,"en",0.791666666666667,0.791666666666667,13,112,105,98,NA,1,100,72,NA,NA,1.02017796139141,"EO","NotReported","Not Hispanic","en","EO"
"932",932,932,"N",400,55,0,NA,0,3,1.41974799310251,"en",0.916666666666667,0.916666666666667,13,110,99,90,NA,1,101,72,NA,NA,1.55309310063298,"EO","NotReported","Not Hispanic","en","EO"
"933",933,933,"N",300,55,0,NA,0,3,-0.642875193318885,"en",0.45,0.46875,13,99,102,79,NA,1,90,72,NA,NA,-0.141756877699199,"EO","NotReported","Not Hispanic","en","EO"
"934",934,934,"N",400,55,0,NA,0,3,0.310352135375381,"en",0.625,0.625,13,82,96,83,NA,1,99,72,NA,NA,0.510565098922075,"EO","NotReported","Not Hispanic","en","EO"
"935",935,935,"U",800,55,0,NA,0,2,-0.526523392141513,"en",0.375,0.375,13,50,47,57,NA,1,102,72,NA,NA,-0.426612212619149,"EO","NotReported","not Available","en","EO"
"936",936,936,"U",800,55,0,NA,0,3,1.41974799310251,"en",0.916666666666667,0.916666666666667,13,124,117,94,NA,1,101,72,NA,NA,1.55309310063298,"EO","NotReported","not Available","en","EO"
"937",937,937,"U",800,55,0,NA,0,3,0.437914977855591,"en",0.666666666666667,0.666666666666667,13,105,91,77,NA,1,101,72,NA,NA,0.571260085386065,"EO","NotReported","not Available","en","EO"
"938",938,938,"Y",NA,0,1,NA,NA,NA,-1.78216933382272,"en",0.25,0.21875,22,74,69,78,NA,0,80,29,"EL",368,-0.946711738121932,"EL","Ineligible","Hispanic","en","ES"
"939",939,939,"N",700,0,0,NA,NA,NA,0.607849529938805,"en",0.7,0.75,22,120,107,102,NA,0,85,29,"EO",NA,1.27613748559904,"EO","Ineligible","Not Hispanic","en","EO"
"940",940,940,"N",700,0,0,NA,NA,NA,-0.151139400047114,"en",0.5,0.5625,22,76,97,91,NA,0,87,29,"EO",NA,0.450280699596903,"EO","Ineligible","Not Hispanic","en","EO"
"941",941,941,"N",700,0,0,NA,NA,NA,-1.32810767070559,"en",0.35,0.34375,22,95,112,105,NA,0,87,29,"EO",NA,-0.726687571061573,"EO","Ineligible","Not Hispanic","en","EO"
"942",942,942,"Y",NA,0,1,NA,NA,NA,-1.32810767070559,"en",0.35,0.34375,22,68,82,73,NA,0,84,29,"EL",296,-0.626385787037243,"EL","Ineligible","Hispanic","en","ES"
"943",943,943,"N",600,0,0,NA,NA,NA,-2.09625651755087,"en",0.175,0.15625,22,68,68,78,NA,0,89,29,"EO",NA,-1.56170427392307,"EO","Ineligible","Not Hispanic","en","EO"
"944",944,944,"Y",200,0,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,22,60,61,64,NA,0,83,29,"EL",150,-0.640556278494902,"EL","Ineligible","Hispanic","en","ES"
"945",945,945,"Y",NA,2,1,NA,NA,NA,-1.58573998350476,"en",0.3,0.28125,22,83,82,92,NA,0,80,29,"EL",351,-0.750282387803972,"EL","Eligible","Hispanic","en","ES"
"946",946,946,"Y",NA,0,1,NA,NA,NA,-0.604818207694438,"en",0.475,0.46875,22,88,88,92,NA,0,80,29,"EL",377,0.23063938800635,"EL","Ineligible","Hispanic","en","ES"
"947",947,947,"N",600,0,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,22,79,90,78,NA,0,83,29,"EO",NA,-0.640556278494902,"EO","Ineligible","Not Hispanic","en","EO"
"948",948,948,"Y",NA,0,0,NA,NA,NA,-0.306288662678975,"en",0.5,0.53125,22,78,99,92,NA,0,86,29,"EO",NA,0.328565364973152,"EO","Ineligible","Hispanic","en","EO"
"949",949,949,"N",700,0,0,NA,NA,NA,0.975183200982092,"en",0.825,0.84375,22,133,135,98,NA,0,82,29,"EO",NA,1.74377294066666,"EO","Ineligible","Not Hispanic","en","EO"
"950",950,950,"Y",700,0,0,NA,NA,NA,-0.0157782351586747,"en",0.55,0.59375,22,72,78,85,NA,0,86,29,"EO",NA,0.619075792493452,"EO","Ineligible","Hispanic","en","EO"
"951",951,951,"Y",NA,0,1,NA,NA,NA,-1.85993723418404,"en",0.25,0.25,22,73,87,86,NA,0,85,29,"EL",150,-1.1916492785238,"EL","Ineligible","Hispanic","en","ES"
"952",952,952,"N",700,0,0,NA,NA,NA,-1.94988569124135,"en",0.225,0.21875,22,72,70,78,NA,0,83,29,"EO",NA,-1.21472987956489,"EO","Ineligible","Not Hispanic","en","EO"
"953",953,953,"N",600,0,0,NA,NA,NA,-0.604818207694438,"en",0.475,0.46875,22,99,110,97,NA,0,78,29,"EO",NA,0.297507244022571,"EO","Ineligible","Not Hispanic","en","EO"
"954",954,954,"N",700,0,0,NA,NA,NA,-0.920293131083552,"en",0.425,0.40625,22,99,102,101,NA,0,77,29,"EO",NA,0.0154662486415666,"EO","Ineligible","Not Hispanic","en","EO"
"955",955,955,"Y",NA,1,1,NA,NA,NA,-2.27902649717751,"en",0.15,0.15625,22,63,60,73,NA,0,86,29,"EL",213,-1.64417246952538,"EL","Eligible","Hispanic","en","ES"
"956",956,956,"N",700,0,0,NA,NA,NA,-1.85993723418404,"en",0.25,0.25,22,83,71,88,NA,0,79,29,"EO",NA,-0.991045710475141,"EO","Ineligible","Not Hispanic","en","EO"
"957",957,957,"N",600,0,0,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,22,NA,NA,NA,NA,1,95,29,"EO",NA,0.172453289747853,"EO","Ineligible","Not Hispanic","en","EO"
"958",958,958,"Y",999,55,1,NA,NA,NA,0.706159238883065,"es",0.75,0.75,21,70,94,81,NA,1,101,73,NA,NA,0.839504346413539,"EL","NotReported","Hispanic","es","ES"
"959",959,959,"N",600,55,0,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,21,92,110,88,NA,1,96,73,NA,NA,-0.396864712680283,"EO","NotReported","Not Hispanic","en","EO"
"960",960,960,"Y",999,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,21,78,107,81,NA,1,97,73,NA,NA,-0.952897626645445,"EO","NotReported","Hispanic","en","EO"
"961",961,961,"Y",999,55,1,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,21,60,55,65,NA,1,107,73,NA,NA,0.370656517337404,"EL","NotReported","Hispanic","en","ES"
"962",962,962,"N",400,55,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,21,NA,NA,NA,NA,1,100,73,NA,NA,1.1823984557113,"EO","NotReported","Not Hispanic","en","EO"
"963",963,963,"N",200,55,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,84,100,80,NA,1,99,73,NA,NA,0.383851292995623,"EO","NotReported","Not Hispanic","en","EO"
"964",964,964,"N",200,55,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,21,83,99,90,NA,1,90,73,NA,NA,1.20727755450275,"EO","NotReported","Not Hispanic","en","EO"
"965",965,965,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,21,75,93,81,NA,1,91,73,NA,NA,-0.908027702559784,"EL","NotReported","Hispanic","en","ES"
"966",966,966,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,21,101,99,90,NA,1,97,73,NA,431,-0.784034719173205,"EL","NotReported","Hispanic","en","ES"
"967",967,967,"Y",999,55,1,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,21,129,116,103,NA,1,91,73,NA,NA,1.3210833134644,"EL","NotReported","Hispanic","en","ES"
"968",968,968,"U",800,55,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,75,91,81,NA,1,100,73,NA,NA,0.350417364987512,"EO","NotReported","not Available","en","EO"
"969",969,969,"N",400,55,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,21,124,130,114,NA,1,92,73,NA,NA,0.744602594978847,"EO","NotReported","Not Hispanic","en","EO"
"970",970,970,"Y",999,55,1,NA,NA,NA,0.853398925852826,"es",0.791666666666667,0.791666666666667,21,NA,NA,NA,NA,1,96,73,NA,NA,1.15391367342385,"EL","NotReported","Hispanic","es","ES"
"971",971,971,"Y",999,55,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,21,131,132,114,NA,1,91,73,NA,NA,0.778036522986957,"EO","NotReported","Hispanic","en","EO"
"972",972,972,"Y",999,55,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,NA,NA,NA,NA,1,94,73,NA,NA,0.551020933036173,"EO","NotReported","Hispanic","en","EO"
"973",973,973,"Y",999,55,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,NA,NA,NA,NA,1,91,73,NA,NA,0.651322717060504,"EL","NotReported","Hispanic","en","ES"
"974",974,974,"Y",999,55,1,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,21,91,118,100,NA,1,99,73,NA,403,-0.326310428594818,"EL","NotReported","Hispanic","en","ES"
"975",975,975,"N",200,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,21,86,97,91,NA,1,99,73,NA,NA,-0.850902575189425,"EO","NotReported","Not Hispanic","en","EO"
"976",976,976,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,21,95,117,96,NA,1,94,73,NA,NA,-0.507126474194502,"EL","NotReported","Hispanic","en","ES"
"977",977,977,"N",400,55,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,21,104,104,89,NA,0,89,73,NA,NA,-0.841159846543563,"EO","NotReported","Not Hispanic","en","EO"
"978",978,978,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,21,82,95,81,NA,0,91,73,NA,NA,-0.406824690170171,"EL","NotReported","Hispanic","en","ES"
"979",979,979,"Y",999,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,21,80,83,74,NA,0,87,73,NA,NA,-0.27308897813773,"EO","NotReported","Hispanic","en","EO"
"980",980,980,"Y",999,55,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,21,82,79,88,NA,0,89,73,NA,NA,0.457267547338813,"EO","NotReported","Hispanic","en","EO"
"981",981,981,"N",600,55,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,21,86,93,82,NA,0,89,73,NA,NA,-0.841159846543563,"EO","NotReported","Not Hispanic","en","EO"
"982",982,982,"N",700,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,21,85,103,84,NA,0,90,73,NA,NA,-0.373390762162061,"EO","NotReported","Not Hispanic","en","EO"
"983",983,983,"U",800,55,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,83,72,86,NA,0,88,73,NA,NA,0.751624501084835,"EO","NotReported","not Available","en","EO"
"984",984,984,"Y",999,55,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,21,NA,NA,NA,NA,0,84,73,NA,NA,0.757015328939512,"EO","NotReported","Hispanic","en","EO"
"985",985,985,"N",400,55,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,21,97,107,101,NA,0,83,73,NA,NA,0.790449256947622,"EO","NotReported","Not Hispanic","en","EO"
"986",986,986,"Y",999,55,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,107,119,106,NA,0,89,73,NA,NA,0.718190573076725,"EL","NotReported","Hispanic","en","ES"
"987",987,987,"N",600,55,0,NA,0,NA,-1.05111553873612,"en",0.25,0.25,21,127,123,132,NA,0,82,73,NA,NA,-0.282525799051552,"EO","NotReported","Not Hispanic","en","EO"
"988",988,988,"Y",NA,55,0,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,21,NA,NA,NA,NA,0,78,73,NA,NA,0.2049459914657,"EO","NotReported","Hispanic","en","EO"
"989",989,989,"N",700,55,0,NA,0,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,88,103,97,NA,0,85,73,NA,NA,0.851926285109165,"EO","NotReported","Not Hispanic","en","EO"
"990",990,990,"N",400,55,0,NA,0,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,21,88,96,96,NA,0,86,73,NA,NA,0.818492357101055,"EO","NotReported","Not Hispanic","en","EO"
"991",991,991,"N",200,55,0,NA,1,2,-0.216866240744262,"en",0.458333333333333,0.458333333333333,21,86,90,86,NA,0,81,73,NA,NA,0.585157426948416,"EO","NotReported","Not Hispanic","en","EO"
"992",992,992,"N",600,55,0,NA,0,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,21,128,123,106,NA,0,84,73,NA,NA,0.757015328939512,"EO","NotReported","Not Hispanic","en","EO"
"993",993,993,"Y",999,55,1,NA,1,2,-0.216866240744262,"en",0.458333333333333,0.458333333333333,21,75,79,84,NA,0,90,73,NA,265,0.284252074875424,"EL","NotReported","Hispanic","en","ES"
"994",994,994,"Y",999,55,1,NA,1,2,-1.37571209017136,"en",0.1,0.166666666666667,21,85,85,89,NA,0,81,73,NA,179,-0.573688422478682,"EL","NotReported","Hispanic","en","ES"
"995",995,995,"Y",999,55,1,NA,1,2,0.853398925852826,"es",0.791666666666667,0.791666666666667,21,88,82,80,NA,0,88,73,NA,305,1.42138509748873,"EL","NotReported","Hispanic","es","ES"
"996",996,996,"Y",999,55,0,NA,0,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,21,76,93,86,NA,0,89,73,NA,NA,1.38795116948062,"EO","NotReported","Hispanic","en","EO"
"997",997,997,"N",600,3,0,NA,0,3,-1.37571209017136,"en",0.1,0.166666666666667,5,81,71,87,NA,0,82,21,"EO",NA,-0.607122350486792,"EO","Eligible","Not Hispanic","en","EO"
"998",998,998,"Y",700,3,1,NA,0,3,-1.4655143363769,"en",0.325,0.3125,5,85,104,95,NA,0,87,21,"EL",423,-0.864094236732883,"EL","Eligible","Hispanic","en","ES"
"999",999,999,"Y",700,3,0,NA,1,2,-1.85993723418404,"en",0.25,0.25,5,63,64,72,NA,0,86,21,"EO",NA,-1.22508320653191,"EO","Eligible","Hispanic","en","EO"
"1000",1000,1000,"Y",700,0,0,NA,0,3,-2.02785306850353,"en",0.2,0.1875,5,101,114,92,NA,0,79,21,"EO",NA,-1.15896154479463,"EO","Ineligible","Hispanic","en","EO"
"1001",1001,1001,"Y",200,3,0,NA,0,3,-0.306288662678975,"en",0.5,0.53125,5,79,76,82,NA,0,82,21,"EO",NA,0.462301077005593,"EO","Eligible","Hispanic","en","EO"
"1002",1002,1002,"Y",700,3,1,NA,1,2,-0.306288662678975,"en",0.5,0.53125,5,116,109,88,NA,0,85,21,"EL",150,0.361999292981262,"EL","Eligible","Hispanic","en","ES"
"1003",1003,1003,"Y",700,3,1,NA,1,3,-2.06151477378938,"en",0.225,0.25,5,90,88,102,NA,0,79,21,"EL",351,-1.19262325008048,"EL","Eligible","Hispanic","en","ES"
"1004",1004,1004,"Y",700,0,0,NA,0,3,-0.436473651517824,"en",0.525,0.5,5,91,96,98,NA,0,84,21,"EO",NA,0.265248232150523,"EO","Ineligible","Hispanic","en","EO"
"1005",1005,1005,"N",600,3,0,NA,0,3,-1.17319408884995,"en",0.375,0.375,5,92,99,90,NA,0,84,21,"EO",NA,-0.471472205181602,"EO","Eligible","Not Hispanic","en","EO"
